3.716,20244,1573521,0.012865414570253591
4.177,21022,1573521,0.013359847119930398
4.425,21151,1573521,0.013441828866599176
4.665,23561,1573521,0.014973425839248412
4.912,69026,1573521,0.04386722515937188
5.369,69412,1573521,0.04411253488196217
5.688,70610,1573521,0.044873884746374534
6.272,70854,1573521,0.045028950995887565
6.443,70884,1573521,0.04504801651836868
6.62,80700,1573521,0.05128625547418814
6.967,80966,1573521,0.05145530310685399
7.143,81246,1573521,0.05163324798334436
7.335,81254,1573521,0.05163833212267266
7.517,82119,1573521,0.052188054687544685
7.812,83666,1573521,0.053171200130153966
8.105,84299,1573521,0.05357348265450541
8.269,84304,1573521,0.05357666024158559
8.462,84316,1573521,0.053584286450578035
8.758,84318,1573521,0.05358555748541011
8.933,85515,1573521,0.05434627183240643
9.169,85566,1573521,0.05437868322062432
9.335,85568,1573521,0.05437995425545639
9.757,85570,1573521,0.054381225290288465
9.89,85621,1573521,0.05441363667850636
10.209,87892,1573521,0.05585689673032645
11.201,89710,1573521,0.05701226739268176
11.439,90191,1573521,0.057317951269795574
11.645,90283,1573521,0.057376418872070976
11.882,90313,1573521,0.05739548439455209
12.086,90475,1573521,0.05749843821595009
12.331,90617,1573521,0.057588681689027345
12.562,93337,1573521,0.059317289060648065
12.826,93348,1573521,0.05932427975222447
13.06,93422,1573521,0.05937130804101121
13.285,93551,1573521,0.05945328978767998
13.5,93789,1573521,0.0596045429326968
13.934,93799,1573521,0.05961089810685717
14.14,93872,1573521,0.059657290878227874
14.508,93904,1573521,0.05967762743554106
14.806,93921,1573521,0.05968843123161369
15.037,94001,1573521,0.05973927262489665
15.311,94008,1573521,0.059743721246808906
15.515,94324,1573521,0.05994454475027661
15.736,94344,1573521,0.05995725509859735
15.938,103090,1573521,0.0655154904192572
16.319,103116,1573521,0.06553201387207416
16.544,103133,1573521,0.06554281766814679
16.784,103168,1573521,0.06556506077770809
17.816,103169,1573521,0.06556569629512413
18.031,104271,1573521,0.06626603648759692
18.242,133224,1573521,0.08466617223411699
18.585,133234,1573521,0.08467252740827735
18.791,133335,1573521,0.0847367146672971
19.009,133406,1573521,0.08478183640383573
19.147,135291,1573521,0.08597978673306553
19.393,135367,1573521,0.08602808605668434
19.546,135407,1573521,0.08605350675332582
19.876,135451,1573521,0.08608146951963146
20.03,135499,1573521,0.08611197435560122
20.59,135527,1573521,0.08612976884325027
20.758,135530,1573521,0.08613167539549837
20.912,137590,1573521,0.08744084127253465
21.141,137593,1573521,0.08744274782478277
21.281,137596,1573521,0.08744465437703088
21.57,137672,1573521,0.08749295370064969
21.886,137838,1573521,0.08759844959171184
22.185,137847,1573521,0.08760416924845617
22.33,137965,1573521,0.08767916030354854
22.486,138030,1573521,0.08772046893559095
22.638,138032,1573521,0.08772173997042301
22.803,138050,1573521,0.08773317928391168
22.93,139191,1573521,0.08845830465560993
23.168,139192,1573521,0.08845894017302597
23.331,143970,1573521,0.0914954423868509
23.586,143991,1573521,0.09150878825258767
23.746,145300,1573521,0.09234068055018013
24.117,145715,1573521,0.0926044202778355
24.727,145728,1573521,0.09261268200424398
24.86,145742,1573521,0.0926215792480685
25.331,145751,1573521,0.09262729890481283
25.456,145795,1573521,0.09265526167111847
25.764,145812,1573521,0.0926660654671911
25.902,145839,1573521,0.09268322443742409
26.133,145857,1573521,0.09269466375091276
26.289,145861,1573521,0.09269720582057692
26.458,146729,1573521,0.09324883493769705
26.705,146730,1573521,0.09324947045511309
26.864,150268,1573521,0.09549793107305209
27.107,150490,1573521,0.0956390159394123
27.335,161625,1573521,0.10271550236698461
27.642,161629,1573521,0.10271804443664877
27.787,161650,1573521,0.10273139030238554
28.095,161652,1573521,0.10273266133721762
28.223,161660,1573521,0.1027377454765459
28.632,161689,1573521,0.10275617548161099
28.765,161743,1573521,0.10279049342207698
29.312,162409,1573521,0.10321374802115764
29.553,166290,1573521,0.10568019111279735
29.784,166444,1573521,0.10577806079486705
30.479,166724,1573521,0.10595600567135742
30.617,167177,1573521,0.1062438950608222
30.865,167178,1573521,0.10624453057823822
31.014,167387,1573521,0.10637735371818997
31.139,167436,1573521,0.10640849407157578
31.281,167550,1573521,0.10648094305700401
31.508,167555,1573521,0.10648412064408419
32.09,168241,1573521,0.1069200855914856
32.35,168314,1573521,0.10696647836285629
32.628,169444,1573521,0.10768461304297813
32.907,169482,1573521,0.10770876270478755
33.055,169486,1573521,0.10771130477445169
33.347,169487,1573521,0.10771194029186773
33.507,172534,1573521,0.10964836185853255
34.899,172599,1573521,0.10968967049057496
38.397,172637,1573521,0.10971382015238437
38.659,172662,1573521,0.10972970808778529
39.047,173496,1573521,0.11025972961276018
63.889,173649,1573521,0.11035696377741384
