-16.8,24970,4422726,0.005645839240323728
-16.303,37835,4422726,0.008554678720770854
-15.262,46091,4422726,0.010421400737915937
-14.128,49146,4422726,0.011112151193630354
-13.917,49267,4422726,0.011139509885984345
-13.784,49399,4422726,0.0111693557321887
-13.675,50492,4422726,0.011416488382956575
-13.562,51092,4422726,0.011552151320249095
-13.455,51440,4422726,0.011630835823878758
-13.257,51562,4422726,0.011658420621128237
-12.964,51729,4422726,0.011696180138674654
-12.6,75665,4422726,0.017108226917064272
-12.345,93301,4422726,0.021095812853882425
-11.507,93431,4422726,0.021125206490295804
-11.349,94856,4422726,0.02144740596636554
-10.456,94867,4422726,0.021449893120215904
-10.194,94920,4422726,0.021461876679676743
-10.072,94979,4422726,0.02147521686851051
-9.949,95292,4422726,0.021545987700798106
-9.822,95734,4422726,0.021645926064603596
-9.6,95881,4422726,0.021679163484240264
-9.449,95992,4422726,0.02170426112763938
-9.29,96015,4422726,0.02170946154023559
-9.006,96086,4422726,0.021725514987815206
-8.893,113854,4422726,0.025742946770837716
-8.686,113855,4422726,0.025743172875733203
-8.569,113883,4422726,0.025749503812806853
-8.275,113975,4422726,0.025770305463191704
-8.044,115269,4422726,0.026062885197952575
-7.932,115283,4422726,0.0260660506664894
-7.806,115316,4422726,0.026073512128040488
-7.699,116813,4422726,0.026411991156585327
-7.523,116841,4422726,0.026418322093658977
-7.396,116899,4422726,0.026431436177597255
-7.274,117098,4422726,0.026476431051799275
-7.164,117126,4422726,0.026482761988872925
-7.014,117342,4422726,0.026531600646298233
-6.563,125245,4422726,0.028318507635336217
-6.281,125387,4422726,0.028350614530495446
-6.109,125443,4422726,0.028363276404642746
-5.895,125467,4422726,0.028368702922134448
-5.763,125469,4422726,0.028369155131925422
-5.647,125476,4422726,0.028370737866193835
-5.435,125642,4422726,0.028408271278844766
-4.815,125698,4422726,0.02842093315299207
-4.592,125866,4422726,0.028458918775433974
-4.284,125905,4422726,0.02846773686635799
-4.011,126081,4422726,0.028507531327963794
-3.885,126083,4422726,0.02850798353775477
-3.764,126085,4422726,0.028508435747545743
-3.583,126094,4422726,0.028510470691605134
-3.447,126185,4422726,0.028531046237094498
-3.261,126275,4422726,0.028551395677688374
-3.013,126305,4422726,0.028558178824553002
-2.893,126351,4422726,0.028568579649745428
-2.783,126355,4422726,0.02856948406932738
-2.67,126363,4422726,0.02857129290849128
-2.558,126393,4422726,0.028578076055355905
-2.443,126734,4422726,0.028655177824717153
-2.252,126735,4422726,0.028655403929612643
-2.1,126953,4422726,0.028704694796828925
